nameseq,A_AAA,A_AAC,A_AAG,A_AAT,A_ACA,A_ACC,A_ACG,A_ACT,A_AGA,A_AGC,A_AGG,A_AGT,A_ATA,A_ATC,A_ATG,A_ATT,A_CAA,A_CAC,A_CAG,A_CAT,A_CCA,A_CCC,A_CCG,A_CCT,A_CGA,A_CGC,A_CGG,A_CGT,A_CTA,A_CTC,A_CTG,A_CTT,A_GAA,A_GAC,A_GAG,A_GAT,A_GCA,A_GCC,A_GCG,A_GCT,A_GGA,A_GGC,A_GGG,A_GGT,A_GTA,A_GTC,A_GTG,A_GTT,A_TAA,A_TAC,A_TAG,A_TAT,A_TCA,A_TCC,A_TCG,A_TCT,A_TGA,A_TGC,A_TGG,A_TGT,A_TTA,A_TTC,A_TTG,A_TTT,C_AAA,C_AAC,C_AAG,C_AAT,C_ACA,C_ACC,C_ACG,C_ACT,C_AGA,C_AGC,C_AGG,C_AGT,C_ATA,C_ATC,C_ATG,C_ATT,C_CAA,C_CAC,C_CAG,C_CAT,C_CCA,C_CCC,C_CCG,C_CCT,C_CGA,C_CGC,C_CGG,C_CGT,C_CTA,C_CTC,C_CTG,C_CTT,C_GAA,C_GAC,C_GAG,C_GAT,C_GCA,C_GCC,C_GCG,C_GCT,C_GGA,C_GGC,C_GGG,C_GGT,C_GTA,C_GTC,C_GTG,C_GTT,C_TAA,C_TAC,C_TAG,C_TAT,C_TCA,C_TCC,C_TCG,C_TCT,C_TGA,C_TGC,C_TGG,C_TGT,C_TTA,C_TTC,C_TTG,C_TTT,G_AAA,G_AAC,G_AAG,G_AAT,G_ACA,G_ACC,G_ACG,G_ACT,G_AGA,G_AGC,G_AGG,G_AGT,G_ATA,G_ATC,G_ATG,G_ATT,G_CAA,G_CAC,G_CAG,G_CAT,G_CCA,G_CCC,G_CCG,G_CCT,G_CGA,G_CGC,G_CGG,G_CGT,G_CTA,G_CTC,G_CTG,G_CTT,G_GAA,G_GAC,G_GAG,G_GAT,G_GCA,G_GCC,G_GCG,G_GCT,G_GGA,G_GGC,G_GGG,G_GGT,G_GTA,G_GTC,G_GTG,G_GTT,G_TAA,G_TAC,G_TAG,G_TAT,G_TCA,G_TCC,G_TCG,G_TCT,G_TGA,G_TGC,G_TGG,G_TGT,G_TTA,G_TTC,G_TTG,G_TTT,T_AAA,T_AAC,T_AAG,T_AAT,T_ACA,T_ACC,T_ACG,T_ACT,T_AGA,T_AGC,T_AGG,T_AGT,T_ATA,T_ATC,T_ATG,T_ATT,T_CAA,T_CAC,T_CAG,T_CAT,T_CCA,T_CCC,T_CCG,T_CCT,T_CGA,T_CGC,T_CGG,T_CGT,T_CTA,T_CTC,T_CTG,T_CTT,T_GAA,T_GAC,T_GAG,T_GAT,T_GCA,T_GCC,T_GCG,T_GCT,T_GGA,T_GGC,T_GGG,T_GGT,T_GTA,T_GTC,T_GTG,T_GTT,T_TAA,T_TAC,T_TAG,T_TAT,T_TCA,T_TCC,T_TCG,T_TCT,T_TGA,T_TGC,T_TGG,T_TGT,T_TTA,T_TTC,T_TTG,T_TTT,label
URS000062DED5/Escherichia,0,1,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,2,0,1,0,2,0,0,0,1,2,0,1,0,0,0,0,1,0,0,1,1,2,1,1,1,1,0,1,0,1,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2,1,2,1,0,0,2,0,4,1,2,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,1,1,0,0,2,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,1,2,1,1,2,3,0,1,1,1,0,0,0,1,2,0,0,1,1,1,0,0,1,3,0,2,0,2,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,snoRNA
URS0000C3DF4E/Snodgrassella,3,2,1,1,0,2,0,1,1,1,1,0,0,1,1,1,2,0,0,0,3,1,1,1,0,1,0,0,1,0,1,0,3,0,0,0,1,1,0,0,0,1,0,2,0,0,2,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,4,1,3,0,2,1,0,0,0,0,0,0,0,0,1,1,2,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,3,0,0,1,1,1,0,0,1,2,1,0,0,0,0,0,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,snoRNA
URS0000373BFC/Escherichia,1,1,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,2,1,1,2,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,3,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,snoRNA
URS00006DA5E8/Escherichia,3,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,3,snoRNA
URS00003A8ECD/Listeria,4,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,0,0,1,0,0,1,2,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,1,1,0,2,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,snoRNA
URS0000DA4A06/Chryseobacterium,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,2,1,0,0,2,0,0,0,0,1,0,1,0,1,0,1,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,snoRNA
URS0000A14792/Pseudomonas,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,2,3,1,0,0,1,1,1,1,1,0,2,2,1,0,1,3,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,2,0,2,0,1,1,0,2,1,0,4,1,0,0,1,0,1,2,0,0,1,0,1,1,1,2,2,0,0,0,0,1,0,0,2,0,1,2,0,1,0,1,1,2,3,0,3,1,0,0,0,0,0,0,1,3,2,0,0,1,1,0,2,1,3,1,1,3,0,3,0,1,1,0,0,2,0,0,0,2,2,3,0,1,2,2,0,0,1,1,3,3,0,0,1,2,2,0,1,1,0,3,0,1,2,1,1,0,2,1,0,1,0,1,1,0,1,0,0,3,2,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,1,0,0,1,0,1,0,0,2,0,1,0,2,0,0,0,0,2,2,1,0,0,0,4,0,0,1,1,3,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,3,0,0,3,0,2,snoRNA
URS00000E29CE/Streptococcus,4,1,1,2,0,1,0,1,1,1,0,3,2,1,1,0,0,0,0,0,2,1,1,0,2,0,0,0,0,1,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,1,3,0,2,0,0,2,0,0,2,1,0,3,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,snoRNA
URS0000DD39FE/Streptococcus,3,2,4,1,1,1,0,1,0,2,1,0,1,0,3,0,0,1,0,0,1,1,1,0,1,1,0,0,2,2,1,2,0,1,1,1,1,1,1,0,2,1,0,0,2,1,1,1,2,1,1,0,0,2,0,0,1,1,2,0,1,1,2,1,3,0,0,1,0,0,0,0,1,2,1,1,1,0,0,2,0,0,0,1,0,1,0,1,1,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,2,0,1,1,0,0,1,3,0,1,1,5,2,2,2,1,0,0,0,2,1,1,0,1,0,1,0,0,3,2,0,1,1,0,1,0,1,0,0,0,2,1,0,0,1,2,0,0,1,0,0,0,2,0,2,0,1,1,0,0,1,2,1,3,1,0,0,1,1,2,0,0,2,0,1,1,1,2,2,0,1,2,0,1,2,0,1,0,1,2,1,0,1,2,0,0,1,0,0,2,2,1,2,0,2,1,0,0,2,1,0,1,2,4,2,2,2,1,0,2,1,1,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,2,2,0,2,snoRNA
URS00005E1273/Eubacterium,0,0,0,0,0,0,0,1,1,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,1,0,1,2,1,0,0,1,0,0,0,0,2,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,1,0,0,1,0,1,0,snoRNA
URS00000379D4/Saprospira,5,0,2,0,0,0,0,0,2,0,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,3,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,2,2,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,2,1,0,0,1,1,2,1,1,0,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,snoRNA
URS00003863E2/Acinetobacter,0,1,1,1,1,0,0,0,2,1,0,1,3,1,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,2,0,1,2,1,0,0,0,1,0,0,1,1,2,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,3,0,0,0,1,0,0,1,0,1,1,1,snoRNA
URS0000C2A341/Porphyromonas,1,1,0,1,0,0,0,0,2,0,1,1,1,0,0,1,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0,2,2,1,0,0,1,0,0,0,0,1,1,3,2,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,3,1,1,1,1,2,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,2,1,0,1,1,0,3,1,1,0,2,1,0,0,2,0,1,0,0,0,1,0,1,0,0,1,3,0,2,0,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,2,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,4,0,1,0,0,0,1,0,0,snoRNA
URS00019C3F01/Xenorhabdus,1,0,1,3,1,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,1,1,0,0,1,1,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,2,0,0,0,0,1,0,1,0,0,0,2,0,0,2,snoRNA
URS00005250EB/Streptococcus,5,3,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,snoRNA
nameseq,A_AAA,A_AAC,A_AAG,A_AAT,A_ACA,A_ACC,A_ACG,A_ACT,A_AGA,A_AGC,A_AGG,A_AGT,A_ATA,A_ATC,A_ATG,A_ATT,A_CAA,A_CAC,A_CAG,A_CAT,A_CCA,A_CCC,A_CCG,A_CCT,A_CGA,A_CGC,A_CGG,A_CGT,A_CTA,A_CTC,A_CTG,A_CTT,A_GAA,A_GAC,A_GAG,A_GAT,A_GCA,A_GCC,A_GCG,A_GCT,A_GGA,A_GGC,A_GGG,A_GGT,A_GTA,A_GTC,A_GTG,A_GTT,A_TAA,A_TAC,A_TAG,A_TAT,A_TCA,A_TCC,A_TCG,A_TCT,A_TGA,A_TGC,A_TGG,A_TGT,A_TTA,A_TTC,A_TTG,A_TTT,C_AAA,C_AAC,C_AAG,C_AAT,C_ACA,C_ACC,C_ACG,C_ACT,C_AGA,C_AGC,C_AGG,C_AGT,C_ATA,C_ATC,C_ATG,C_ATT,C_CAA,C_CAC,C_CAG,C_CAT,C_CCA,C_CCC,C_CCG,C_CCT,C_CGA,C_CGC,C_CGG,C_CGT,C_CTA,C_CTC,C_CTG,C_CTT,C_GAA,C_GAC,C_GAG,C_GAT,C_GCA,C_GCC,C_GCG,C_GCT,C_GGA,C_GGC,C_GGG,C_GGT,C_GTA,C_GTC,C_GTG,C_GTT,C_TAA,C_TAC,C_TAG,C_TAT,C_TCA,C_TCC,C_TCG,C_TCT,C_TGA,C_TGC,C_TGG,C_TGT,C_TTA,C_TTC,C_TTG,C_TTT,G_AAA,G_AAC,G_AAG,G_AAT,G_ACA,G_ACC,G_ACG,G_ACT,G_AGA,G_AGC,G_AGG,G_AGT,G_ATA,G_ATC,G_ATG,G_ATT,G_CAA,G_CAC,G_CAG,G_CAT,G_CCA,G_CCC,G_CCG,G_CCT,G_CGA,G_CGC,G_CGG,G_CGT,G_CTA,G_CTC,G_CTG,G_CTT,G_GAA,G_GAC,G_GAG,G_GAT,G_GCA,G_GCC,G_GCG,G_GCT,G_GGA,G_GGC,G_GGG,G_GGT,G_GTA,G_GTC,G_GTG,G_GTT,G_TAA,G_TAC,G_TAG,G_TAT,G_TCA,G_TCC,G_TCG,G_TCT,G_TGA,G_TGC,G_TGG,G_TGT,G_TTA,G_TTC,G_TTG,G_TTT,T_AAA,T_AAC,T_AAG,T_AAT,T_ACA,T_ACC,T_ACG,T_ACT,T_AGA,T_AGC,T_AGG,T_AGT,T_ATA,T_ATC,T_ATG,T_ATT,T_CAA,T_CAC,T_CAG,T_CAT,T_CCA,T_CCC,T_CCG,T_CCT,T_CGA,T_CGC,T_CGG,T_CGT,T_CTA,T_CTC,T_CTG,T_CTT,T_GAA,T_GAC,T_GAG,T_GAT,T_GCA,T_GCC,T_GCG,T_GCT,T_GGA,T_GGC,T_GGG,T_GGT,T_GTA,T_GTC,T_GTG,T_GTT,T_TAA,T_TAC,T_TAG,T_TAT,T_TCA,T_TCC,T_TCG,T_TCT,T_TGA,T_TGC,T_TGG,T_TGT,T_TTA,T_TTC,T_TTG,T_TTT,label
URS0000000418/uncultured,1,0,0,2,1,0,2,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,3,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,2,1,1,0,0,0,1,1,3,1,1,1,0,0,1,0,0,0,2,1,0,0,1,2,0,0,1,2,1,3,1,0,0,0,0,1,1,2,1,1,0,1,0,2,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,1,3,1,2,1,0,1,2,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,2,1,1,0,1,0,2,0,1,0,1,0,0,0,0,1,0,0,0,1,2,0,1,0,1,0,0,1,0,1,1,1,0,2,0,0,0,1,1,1,1,1,2,1,0,1,1,3,3,0,0,0,2,0,0,0,1,1,0,1,0,0,1,2,0,1,0,0,0,0,3,0,2,1,0,1,1,0,0,0,1,1,3,0,1,0,0,0,2,0,1,1,0,2,0,0,0,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,rRNA
URS0000000438/uncultured,0,3,3,2,2,2,3,3,2,0,4,5,0,1,5,4,2,2,4,1,2,3,1,2,1,2,5,4,3,2,2,1,7,2,4,3,4,2,3,2,2,7,8,6,6,2,3,2,2,3,2,2,0,5,3,0,4,3,8,1,4,1,5,3,1,2,3,2,2,0,2,2,4,4,2,3,1,1,3,1,1,2,2,3,2,0,2,1,0,0,2,1,1,0,4,0,2,2,2,3,4,4,2,4,1,3,3,3,2,0,3,1,5,2,4,2,0,0,1,0,1,5,4,3,3,1,1,2,4,3,3,9,3,2,3,2,5,6,11,1,2,0,7,5,1,2,3,4,4,1,0,1,4,2,4,2,1,3,3,5,5,5,5,2,1,2,3,1,12,3,6,3,6,0,5,5,6,2,3,1,3,0,0,1,5,3,4,4,7,1,5,3,4,3,5,1,1,4,5,3,6,2,1,2,2,4,4,1,2,1,1,2,3,0,3,1,3,0,2,4,3,1,0,2,4,3,9,3,2,1,3,6,5,4,3,1,3,0,3,3,2,2,5,1,0,0,2,2,6,0,3,1,0,0,2,0,rRNA
URS00000002FB/uncultured,4,4,3,4,7,8,6,5,6,4,8,1,3,4,7,1,4,4,8,0,3,6,5,6,4,9,10,5,5,4,8,4,10,7,6,5,8,7,8,4,3,15,10,6,1,8,8,4,4,8,4,2,1,8,7,4,6,9,10,0,1,3,7,2,5,7,4,5,2,7,8,3,7,7,4,5,1,3,6,1,9,3,5,4,1,1,3,3,6,5,7,5,4,3,3,4,5,3,8,6,14,8,6,8,7,3,11,11,8,2,5,1,3,7,3,1,4,0,3,2,8,10,7,5,5,3,3,2,7,11,15,13,5,3,9,5,5,8,11,11,4,4,7,7,8,2,7,4,4,4,6,9,7,6,7,6,5,2,10,4,13,6,10,7,7,4,7,6,17,5,15,5,8,3,10,3,10,5,5,2,4,4,6,2,9,7,8,8,4,0,6,3,5,6,7,4,3,2,7,4,6,4,3,4,5,3,5,2,6,4,5,2,4,7,8,3,3,3,8,5,2,3,6,2,8,6,2,3,3,4,4,5,8,4,11,4,5,7,5,6,3,1,2,1,5,0,3,0,3,4,5,3,0,2,5,0,rRNA
URS0000000369/uncultured,0,0,0,2,1,3,2,1,1,3,3,1,0,2,0,1,2,2,1,2,1,1,3,2,1,1,5,1,1,0,1,2,4,1,0,1,1,3,1,1,3,5,5,2,4,3,3,1,1,1,2,0,1,1,1,2,1,2,2,3,0,0,0,0,2,2,3,0,0,2,4,0,2,1,3,0,1,1,4,0,1,1,1,0,1,1,1,2,2,0,2,2,1,0,2,1,1,2,5,1,4,1,3,2,4,1,0,1,1,4,3,0,0,5,3,0,1,2,0,1,1,2,5,2,0,1,1,0,3,3,2,6,1,2,5,2,0,4,2,2,1,1,3,0,1,2,3,1,1,3,3,2,2,3,1,1,6,1,3,1,4,2,3,4,1,2,4,1,3,3,5,3,4,0,5,1,5,2,0,2,0,0,1,0,3,1,4,5,1,1,3,0,1,1,1,0,2,0,2,0,4,1,0,1,1,0,5,1,0,0,1,1,3,2,2,0,2,1,3,5,0,0,1,1,0,3,1,1,0,3,0,3,1,1,5,4,2,0,1,2,1,0,2,0,1,2,0,2,3,1,1,1,1,1,2,0,rRNA
URS0000000300/uncultured,3,3,8,5,5,5,9,10,7,5,5,5,2,4,6,5,5,3,9,4,5,7,4,3,6,5,13,3,5,6,5,4,12,4,5,11,5,5,7,7,11,7,8,9,5,6,6,4,7,7,6,6,6,6,5,4,9,5,8,5,2,4,7,2,3,4,5,4,3,4,5,4,7,9,6,5,2,2,8,5,8,6,1,4,1,1,3,5,2,2,6,4,3,2,6,1,2,2,7,5,6,7,4,4,9,4,4,10,6,2,12,6,5,4,3,3,5,1,3,0,8,7,7,2,4,4,3,3,5,12,11,11,4,2,5,3,4,10,11,6,10,9,7,6,3,4,9,4,5,3,6,5,4,5,6,4,4,2,3,5,11,3,10,5,8,4,5,4,8,4,6,9,7,6,3,2,8,10,9,4,2,8,6,2,9,4,9,4,13,0,6,6,10,6,6,6,7,3,10,3,6,4,8,6,9,5,1,5,6,2,6,2,8,3,3,2,4,4,6,8,7,0,4,4,7,8,4,8,3,4,4,5,9,5,6,4,7,3,4,6,7,4,5,4,3,2,3,0,1,2,4,1,6,1,3,1,rRNA
